ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-41365N|refseq:NP_542144|uniprotkb:Q9ES54	DIP-60008N|refseq:NP_035802|uniprotkb:P70362	 -	-	-	-	MI:0410(electron tomography)|MI:0020(transmission electron microscopy)|MI:0071(molecular sieving)|MI:0020(transmission electron microscopy)|MI:0069(mass spectrometry studies of complexes)|MI:0071(molecular sieving)|MI:0096(pull down)	-	pubmed:17202270|pubmed:DIP-16634S|pubmed:22232657|pubmed:DIP-15670S|pubmed:17202270|pubmed:DIP-16634S|pubmed:17202270|pubmed:DIP-16634S|pubmed:17202270|pubmed:DIP-16634S|pubmed:22232657|pubmed:DIP-15670S|pubmed:22232657|pubmed:DIP-15670S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-190206E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60041N|refseq:NP_001102741|uniprotkb:D3ZAR1	DIP-29695N|refseq:NP_000518|uniprotkb:P01130	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0114(x-ray crystallography)|MI:0107(surface plasmon resonance)	-	pubmed:22509010|pubmed:DIP-15709S|pubmed:22509010|pubmed:DIP-15709S|pubmed:22509010|pubmed:DIP-15709S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190284E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-33299N|refseq:NP_058992|uniprotkb:Q64273	DIP-31527N|refseq:NP_036920|uniprotkb:Q62696	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22509027|pubmed:DIP-15735S|pubmed:22509027|pubmed:DIP-15735S|pubmed:22509027|pubmed:DIP-15735S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190338E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60097N|refseq:NP_058871|uniprotkb:Q63433	DIP-42185N|refseq:NP_150233|uniprotkb:P47196	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23223530|pubmed:DIP-15783S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190394E	dip-quality-status:core	dip:0004(small scale)		-
DIP-57338N|uniprotkb:Q5U318	DIP-37314N|refseq:NP_036867|uniprotkb:P27881	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22233811|pubmed:DIP-15671S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190534E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37314N|refseq:NP_036867|uniprotkb:P27881	DIP-37068N|refseq:NP_112643|uniprotkb:Q9Z2L0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22233811|pubmed:DIP-15671S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190535E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33299N|refseq:NP_058992|uniprotkb:Q64273	DIP-60063N|uniprotkb:P15389	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22509027|pubmed:DIP-15735S|pubmed:22509027|pubmed:DIP-15735S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190548E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31527N|refseq:NP_036920|uniprotkb:Q62696	DIP-60063N|uniprotkb:P15389	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22509027|pubmed:DIP-15735S|pubmed:22509027|pubmed:DIP-15735S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190549E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29264N|refseq:NP_062567|uniprotkb:P31016	DIP-60140N	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0826(x ray scattering)	-	pubmed:23395180|pubmed:DIP-15839S|pubmed:23395180|pubmed:DIP-15839S	taxid:10116(Rattus norvegicus)	taxid:-2(chemical synthesis)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190595E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-30941N|refseq:NP_445912|uniprotkb:Q9EP80	DIP-60171N|refseq:NP_110471|uniprotkb:Q63054	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23630454|pubmed:DIP-15888S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190679E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33271N|refseq:NP_112514|uniprotkb:Q9Z340	DIP-33271N|refseq:NP_112514|uniprotkb:Q9Z340	-	-	-	-	MI:0872(atomic force microscopy)|MI:0114(x-ray crystallography)|MI:0020(transmission electron microscopy)|MI:0030(cross-linking study)|MI:0410(electron tomography)|MI:0071(molecular sieving)	-	pubmed:23643951|pubmed:DIP-15866S|pubmed:23643951|pubmed:DIP-15866S|pubmed:23643951|pubmed:DIP-15866S|pubmed:23643951|pubmed:DIP-15866S|pubmed:23643951|pubmed:DIP-15866S|pubmed:23643951|pubmed:DIP-15866S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190646E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37290N|refseq:NP_058855|uniprotkb:P21213	DIP-37290N|refseq:NP_058855|uniprotkb:P21213	-	-	-	-	MI:0020(transmission electron microscopy)	-	pubmed:23643951|pubmed:DIP-15866S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190647E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60184N|refseq:NP_062258|uniprotkb:B1WBR1	DIP-37970N|uniprotkb:Q8N3Y1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21572988|pubmed:DIP-15894S|pubmed:21572988|pubmed:DIP-15894S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190701E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60188N|uniprotkb:O35254	DIP-60185N|refseq:NP_001100615	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21572988|pubmed:DIP-15894S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190702E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36896N|uniprotkb:P62989	DIP-60188N|uniprotkb:O35254	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21572988|pubmed:DIP-15894S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190703E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36896N|uniprotkb:P62989	DIP-60184N|refseq:NP_062258|uniprotkb:B1WBR1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21572988|pubmed:DIP-15894S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190704E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60185N|refseq:NP_001100615	DIP-60186N|uniprotkb:D3ZEF4	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21572988|pubmed:DIP-15894S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-190705E	dip-quality-status:core	dip:0004(small scale)		-
DIP-674N|refseq:NP_058706|uniprotkb:P35439	DIP-31568N|uniprotkb:Q01097	 -	-	-	-	MI:0030(cross-linking study)	-	pubmed:23454977|pubmed:DIP-15944S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190993E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60262N|refseq:NP_001099901|uniprotkb:D4A100	DIP-41193N|uniprotkb:Q62962	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17167420|pubmed:DIP-15990S|pubmed:17167420|pubmed:DIP-15990S|pubmed:17167420|pubmed:DIP-15990S|pubmed:17167420|pubmed:DIP-15990S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191081E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35759N|refseq:NP_775158|uniprotkb:O35240	DIP-60262N|refseq:NP_001099901|uniprotkb:D4A100	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17167420|pubmed:DIP-15990S|pubmed:17167420|pubmed:DIP-15990S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191082E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60265N|uniprotkb:P25977	DIP-60266N|uniprotkb:Q9Z2J9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17251981|pubmed:DIP-15995S|pubmed:17251981|pubmed:DIP-15995S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191089E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29117N|uniprotkb:P63086	DIP-1899N|refseq:NP_012153|uniprotkb:P40479	 -	-	-	-	MI:0434(phosphatase assay)	-	pubmed:17495930|pubmed:DIP-16014S	taxid:10116(Rattus norvegicus)	taxid:4932(Saccharomyces cerevisiae)	MI:0203(dephosphorylation reaction)	MI:0465(dip)	DIP-191116E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33263N|refseq:NP_074056|uniprotkb:Q03555	DIP-60303N|refseq:NP_001103974|uniprotkb:O35350	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21173228|pubmed:DIP-16018S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-191122E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33263N|refseq:NP_074056|uniprotkb:Q03555	DIP-878N|refseq:NP_002084|uniprotkb:P49841	 -	-	-	-	MI:0424(protein kinase assay)	-	pubmed:21173228|pubmed:DIP-16018S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-191123E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36968N|uniprotkb:Q9QZM5	DIP-60304N|refseq:NP_001101207	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21173240|pubmed:DIP-16019S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191124E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60305N|refseq:NP_035634|uniprotkb:Q60770	DIP-108N|refseq:NP_446240|uniprotkb:P32851	 -	-	-	-	MI:0065(isothermal titration calorimetry)	-	pubmed:21193638|pubmed:DIP-16021S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-191128E	dip-quality-status:core	dip:0004(small scale)		-
DIP-41399N|refseq:NP_033320|uniprotkb:P70452	DIP-766N|uniprotkb:P61765	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0114(x-ray crystallography)	-	pubmed:21193638|pubmed:DIP-16021S|pubmed:21193638|pubmed:DIP-16021S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-191129E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-33262N|refseq:NP_077327|uniprotkb:P63018	DIP-41952N|refseq:NP_777261|uniprotkb:Q27974	 -	-	-	-	MI:0065(isothermal titration calorimetry)	-	pubmed:21482805|pubmed:DIP-16040S	taxid:10116(Rattus norvegicus)	taxid:9913(Bos taurus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-191206E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60342N|uniprotkb:O70511	DIP-56069N|uniprotkb:Q9UPY8	 -	-	-	-	MI:0096(pull down)	-	pubmed:21551097|pubmed:DIP-16079S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-191271E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46795N|uniprotkb:Q61166	DIP-60342N|uniprotkb:O70511	 -	-	-	-	MI:0096(pull down)	-	pubmed:21551097|pubmed:DIP-16079S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191272E	dip-quality-status:core	dip:0004(small scale)		-
DIP-56069N|uniprotkb:Q9UPY8	DIP-60343N|uniprotkb:O88521	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:21551097|pubmed:DIP-16079S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-191273E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60343N|uniprotkb:O88521	DIP-46795N|uniprotkb:Q61166	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:21551097|pubmed:DIP-16079S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-191274E	dip-quality-status:core	dip:0004(small scale)		-
DIP-57168N|uniprotkb:P54645	DIP-39763N|refseq:NP_005390|uniprotkb:O43741	 -	-	-	-	MI:0096(pull down)	-	pubmed:17851531|pubmed:DIP-15962S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-191401E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60433N|refseq:NP_058750|uniprotkb:P34978	DIP-40510N|uniprotkb:Q62976	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20959415|pubmed:DIP-16183S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191671E	dip-quality-status:core	dip:0004(small scale)		-
DIP-682N|uniprotkb:P46933	DIP-685N|uniprotkb:P08592	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:9045663|pubmed:DIP-458S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191718E	dip-quality-status:core	dip:0002(small scale)		-
DIP-682N|uniprotkb:P46933	DIP-33604N|refseq:NP_002096|uniprotkb:P16104	 -	-	-	-	MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19234442|pubmed:DIP-16205S|pubmed:19234442|pubmed:DIP-16205S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191729E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29256N|refseq:NP_062182|uniprotkb:P42260	DIP-46501N|refseq:NP_001009672|uniprotkb:Q5I0H3	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17486098|pubmed:DIP-16327S|pubmed:22089239|pubmed:DIP-16109S|pubmed:17486098|pubmed:DIP-16327S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191517E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37896N|uniprotkb:Q7Z2W4	DIP-60380N|refseq:NP_001094195	 -	-	-	-	MI:0096(pull down)	-	pubmed:21876179|pubmed:DIP-16116S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191524E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29842N|refseq:NP_766633|uniprotkb:Q8K3Y6	DIP-60381N|refseq:NP_001100963	 -	-	-	-	MI:0096(pull down)	-	pubmed:21876179|pubmed:DIP-16116S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191525E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36896N|uniprotkb:P62989	DIP-41279N|refseq:NP_036821|uniprotkb:P06211	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191534E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37019N|refseq:NP_112384|uniprotkb:P50503	DIP-41279N|refseq:NP_036821|uniprotkb:P06211	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191537E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-36896N|uniprotkb:P62989	DIP-60383N|uniprotkb:Q62986	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21808025|pubmed:DIP-16119S|pubmed:21808025|pubmed:DIP-16119S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-191539E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60385N|refseq:NP_620233|uniprotkb:Q71UE8	DIP-41279N|refseq:NP_036821|uniprotkb:P06211	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21808025|pubmed:DIP-16119S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191540E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29839N|refseq:NP_569106|uniprotkb:Q920D5	DIP-175N|uniprotkb:P29466	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16625199|pubmed:DIP-16173S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-191626E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29839N|refseq:NP_569106|uniprotkb:Q920D5	DIP-40038N|uniprotkb:P51878	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16625199|pubmed:DIP-16173S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-191627E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37486N|uniprotkb:P97879	DIP-32976N|uniprotkb:Q96A65	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20956289|pubmed:DIP-16181S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-191665E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37486N|uniprotkb:P97879	DIP-32368N|refseq:NP_033174|uniprotkb:O35382	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20956289|pubmed:DIP-16181S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-191666E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46016N|refseq:NP_112251|uniprotkb:P10361	DIP-40808N|refseq:NP_037042|uniprotkb:P29066	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21857681|pubmed:DIP-16221S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191840E	dip-quality-status:core	dip:0004(small scale)		-
DIP-40808N|refseq:NP_037042|uniprotkb:P29066	DIP-368N|uniprotkb:P04637	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21857681|pubmed:DIP-16221S|pubmed:21857681|pubmed:DIP-16221S|pubmed:21857681|pubmed:DIP-16221S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-191841E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60432N|refseq:NP_001020135|uniprotkb:Q62825	DIP-37486N|uniprotkb:P97879	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20956289|pubmed:DIP-16181S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191883E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37486N|uniprotkb:P97879	DIP-40985N|uniprotkb:Q62824	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20956289|pubmed:DIP-16181S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191884E	dip-quality-status:core	dip:0004(small scale)		-
DIP-40985N|uniprotkb:Q62824	DIP-30952N|refseq:NP_001077280|uniprotkb:P19491	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20956289|pubmed:DIP-16181S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-191885E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37019N|refseq:NP_112384|uniprotkb:P50503	DIP-37019N|refseq:NP_112384|uniprotkb:P50503	-	-	-	-	MI:0114(x-ray crystallography)|MI:0826(x ray scattering)	-	pubmed:23812373|pubmed:DIP-16252S|pubmed:23812373|pubmed:DIP-16252S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-191995E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-37019N|refseq:NP_112384|uniprotkb:P50503	DIP-211N|uniprotkb:P08107	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0065(isothermal titration calorimetry)|MI:0017(classical fluorescence spectroscopy)	-	pubmed:23812373|pubmed:DIP-16252S|pubmed:23812373|pubmed:DIP-16252S|pubmed:23812373|pubmed:DIP-16252S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-191996E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
